message,attributes,tags,timestamp
--- 发送邮件（备用方案）---,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629091308Z
收件人: facaige494@gmail.com,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629096951Z
主题: 您的注册验证码,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629101875Z
内容: 您好，,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629106560Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629111120Z
感谢您注册！您的验证码是：536129,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629116069Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629121049Z
此验证码将在10分钟后失效。,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629124785Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629130511Z
如果您没有请求此验证码，请忽略此邮件。,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629135199Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629139486Z
祝好！,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629143675Z
-----------------------,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629148293Z
邮件发送失败: [Errno 101] Network is unreachable,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629152205Z
向 facaige494@gmail.com 发送的验证码是: 536129,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629157669Z
"INFO:     100.64.0.4:37528 - ""GET / HTTP/1.1"" 404 Not Found","{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-27T10:24:49.629163778Z
"INFO:     100.64.0.5:32538 - ""OPTIONS /api/send-verification-code HTTP/1.1"" 200 OK","{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:03:59.090993447Z
为 facaige494@gmail.com 存储的验证码: 164166,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598408229Z
Resend 发送失败，降级到下一通道： HTTP Error 403: Forbidden,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598418609Z
为 facaige494@gmail.com 存储的验证码: 476131,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598424873Z
Resend 发送失败，降级到下一通道： HTTP Error 403: Forbidden,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598431070Z
邮件发送失败: [Errno 101] Network is unreachable,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598437372Z
--- 发送邮件（备用方案）---,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598445975Z
收件人: facaige494@gmail.com,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598451783Z
主题: 您的注册验证码,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598457000Z
内容: 您好，,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598462555Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598468594Z
感谢您注册！您的验证码是：164166,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598474342Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598479914Z
此验证码将在10分钟后失效。,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598485791Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598491173Z
如果您没有请求此验证码，请忽略此邮件。,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598496434Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598501908Z
祝好！,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598508117Z
-----------------------,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598514318Z
邮件发送失败: [Errno 101] Network is unreachable,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598519830Z
向 facaige494@gmail.com 发送的验证码是: 164166,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598524991Z
邮件发送失败: [Errno 101] Network is unreachable,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598530405Z
--- 发送邮件（备用方案）---,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598536436Z
收件人: facaige494@gmail.com,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598541959Z
主题: 您的注册验证码,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598547335Z
内容: 您好，,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598552891Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598560251Z
感谢您注册！您的验证码是：476131,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598565811Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598593659Z
此验证码将在10分钟后失效。,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598598913Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598604749Z
如果您没有请求此验证码，请忽略此邮件。,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598610183Z
,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598615611Z
祝好！,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598620681Z
-----------------------,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598625698Z
邮件发送失败: [Errno 101] Network is unreachable,"{""level"":""info""}","{""project"":""13496585-dc4c-4bff-9839-9b9a20639704"",""environment"":""ef7ebcb9-bf85-4373-be26-2cf0827b4ae9"",""service"":""d72b57af-6b60-4703-8732-04b4176eb5ae"",""deployment"":""4e38a2b6-e807-40ca-a0c5-ef64858ddb26"",""replica"":""6c1f6dc1-5fd9-4920-bd52-ca5c27efbe4a""}",2025-09-29T03:42:20.598631759Z
